insert into PURCHASEEVENT values(1, 30, 158, (TO_DATE('01/03/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(16883, 46, 208, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(16884, 13, 61, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.4); 
insert into PURCHASEEVENT values(16885, 53, 333, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.5); 
insert into PURCHASEEVENT values(16886, 45, 260, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.28); 
insert into PURCHASEEVENT values(16887, 23, 112, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(16888, 33, 137, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.38); 
insert into PURCHASEEVENT values(16889, 34, 131, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.67); 
insert into PURCHASEEVENT values(16890, 41, 255, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.71); 
insert into PURCHASEEVENT values(16891, 12, 17, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(16892, 16, 70, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.54); 
insert into PURCHASEEVENT values(16893, 15, 13, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.72); 
insert into PURCHASEEVENT values(16894, 46, 223, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(16895, 31, 136, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.2); 
insert into PURCHASEEVENT values(16896, 36, 160, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.75); 
insert into PURCHASEEVENT values(16897, 32, 163, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(16898, 33, 135, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 5.52); 
insert into PURCHASEEVENT values(16899, 51, 314, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.29); 
insert into PURCHASEEVENT values(16900, 43, 268, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.2); 
insert into PURCHASEEVENT values(16901, 45, 241, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.5); 
insert into PURCHASEEVENT values(16902, 54, 279, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(16903, 45, 246, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(16904, 55, 323, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(16905, 46, 202, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(16906, 39, 214, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(16907, 11, 13, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.66); 
insert into PURCHASEEVENT values(16908, 46, 238, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(16909, 39, 253, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(16910, 16, 49, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(16911, 55, 315, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.55); 
insert into PURCHASEEVENT values(16912, 45, 232, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(16913, 11, 74, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(16914, 31, 138, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.15); 
insert into PURCHASEEVENT values(16915, 36, 173, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(16916, 56, 273, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(16917, 14, 35, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.5); 
insert into PURCHASEEVENT values(16918, 33, 115, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.24); 
insert into PURCHASEEVENT values(16919, 26, 137, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(16920, 14, 16, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(16921, 54, 357, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 1.94); 
insert into PURCHASEEVENT values(16922, 56, 274, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(16923, 56, 355, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.14); 
insert into PURCHASEEVENT values(16924, 37, 213, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(16925, 7, 78, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(16926, 35, 125, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(16927, 33, 164, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(16928, 36, 127, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(16929, 1, 14, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.22); 
insert into PURCHASEEVENT values(16930, 43, 213, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(16931, 15, 59, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(16932, 34, 161, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.88); 
insert into PURCHASEEVENT values(16933, 41, 216, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(16934, 13, 68, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(16935, 55, 326, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(16936, 8, 60, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(16937, 11, 24, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.3); 
insert into PURCHASEEVENT values(16938, 55, 320, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.63); 
insert into PURCHASEEVENT values(16939, 34, 151, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.97); 
insert into PURCHASEEVENT values(16940, 54, 321, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.61); 
insert into PURCHASEEVENT values(16941, 53, 355, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(16942, 45, 264, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.6); 
insert into PURCHASEEVENT values(16943, 45, 209, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.24); 
insert into PURCHASEEVENT values(16944, 56, 334, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.64); 
insert into PURCHASEEVENT values(16945, 12, 52, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(16946, 8, 27, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(16947, 35, 97, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(16948, 28, 118, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(16949, 25, 179, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(16950, 33, 158, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(16951, 55, 319, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.43); 
insert into PURCHASEEVENT values(16952, 54, 291, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(16953, 54, 341, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(16954, 29, 164, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(16955, 32, 148, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(16956, 56, 278, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(16957, 46, 209, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(16958, 45, 253, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.78); 
insert into PURCHASEEVENT values(16959, 54, 300, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(16960, 35, 98, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(16961, 55, 271, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.83); 
insert into PURCHASEEVENT values(16962, 45, 249, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.61); 
insert into PURCHASEEVENT values(16963, 30, 171, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(16964, 10, 14, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.2); 
insert into PURCHASEEVENT values(16965, 55, 344, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.91); 
insert into PURCHASEEVENT values(16966, 32, 172, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(16967, 14, 41, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(16968, 45, 201, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(16969, 55, 315, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.03); 
insert into PURCHASEEVENT values(16970, 22, 98, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.29); 
insert into PURCHASEEVENT values(16971, 13, 40, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.05); 
insert into PURCHASEEVENT values(16972, 13, 70, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(16973, 10, 35, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.73); 
insert into PURCHASEEVENT values(16974, 37, 265, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.83); 
insert into PURCHASEEVENT values(16975, 55, 322, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.31); 
insert into PURCHASEEVENT values(16976, 36, 136, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(16977, 36, 115, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.91); 
insert into PURCHASEEVENT values(16978, 45, 203, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.49); 
insert into PURCHASEEVENT values(16979, 43, 197, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.57); 
insert into PURCHASEEVENT values(16980, 36, 172, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(16981, 54, 356, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(16982, 45, 267, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.82); 
insert into PURCHASEEVENT values(16983, 29, 104, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(16984, 32, 147, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(16985, 11, 19, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(16986, 15, 5, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(16987, 46, 245, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.31); 
insert into PURCHASEEVENT values(16988, 51, 334, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.4); 
insert into PURCHASEEVENT values(16989, 5, 6, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(16990, 12, 8, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.23); 
insert into PURCHASEEVENT values(16991, 33, 143, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(16992, 54, 330, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.73); 
insert into PURCHASEEVENT values(16993, 9, 13, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.7); 
insert into PURCHASEEVENT values(16994, 46, 261, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(16995, 31, 131, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.26); 
insert into PURCHASEEVENT values(16996, 45, 244, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.44); 
insert into PURCHASEEVENT values(16997, 55, 307, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(16998, 49, 334, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.38); 
insert into PURCHASEEVENT values(16999, 51, 280, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(17000, 46, 260, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.75); 
insert into PURCHASEEVENT values(17001, 30, 131, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 5.01); 
insert into PURCHASEEVENT values(17002, 18, 145, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.74); 
insert into PURCHASEEVENT values(17003, 24, 120, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(17004, 46, 259, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.1); 
insert into PURCHASEEVENT values(17005, 45, 269, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.14); 
insert into PURCHASEEVENT values(17006, 39, 245, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.57); 
insert into PURCHASEEVENT values(17007, 15, 23, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(17008, 54, 278, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.93); 
insert into PURCHASEEVENT values(17009, 36, 120, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(17010, 46, 258, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(17011, 16, 9, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.4); 
insert into PURCHASEEVENT values(17012, 32, 162, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.3); 
insert into PURCHASEEVENT values(17013, 55, 303, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(17014, 26, 114, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(17015, 56, 341, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.83); 
insert into PURCHASEEVENT values(17016, 34, 112, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(17017, 33, 150, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(17018, 35, 92, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.31); 
insert into PURCHASEEVENT values(17019, 18, 166, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(17020, 36, 176, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.13); 
insert into PURCHASEEVENT values(17021, 29, 108, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(17022, 10, 5, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(17023, 35, 118, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(17024, 30, 103, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.92); 
insert into PURCHASEEVENT values(17025, 55, 321, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.35); 
insert into PURCHASEEVENT values(17026, 36, 151, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(17027, 15, 2, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.39); 
insert into PURCHASEEVENT values(17028, 29, 155, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.98); 
insert into PURCHASEEVENT values(17029, 34, 174, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.4); 
insert into PURCHASEEVENT values(17030, 41, 203, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.22); 
insert into PURCHASEEVENT values(17031, 10, 75, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.34); 
insert into PURCHASEEVENT values(17032, 29, 147, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(17033, 30, 97, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.83); 
insert into PURCHASEEVENT values(17034, 46, 208, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(17035, 45, 217, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.88); 
insert into PURCHASEEVENT values(17036, 43, 241, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.33); 
insert into PURCHASEEVENT values(17037, 36, 160, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(17038, 13, 36, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(17039, 52, 343, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(17040, 52, 297, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(17041, 33, 147, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.3); 
insert into PURCHASEEVENT values(17042, 44, 223, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.68); 
insert into PURCHASEEVENT values(17043, 16, 20, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.0); 
insert into PURCHASEEVENT values(17044, 13, 73, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.73); 
insert into PURCHASEEVENT values(17045, 36, 116, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(17046, 54, 333, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.76); 
insert into PURCHASEEVENT values(17047, 13, 53, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.05); 
insert into PURCHASEEVENT values(17048, 51, 313, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.39); 
insert into PURCHASEEVENT values(17049, 13, 79, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(17050, 45, 226, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(17051, 22, 94, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.27); 
insert into PURCHASEEVENT values(17052, 48, 306, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.98); 
insert into PURCHASEEVENT values(17053, 45, 252, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.96); 
insert into PURCHASEEVENT values(17054, 47, 277, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(17055, 45, 200, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.76); 
insert into PURCHASEEVENT values(17056, 25, 128, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.55); 
insert into PURCHASEEVENT values(17057, 11, 82, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(17058, 12, 87, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(17059, 30, 169, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(17060, 55, 354, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.62); 
insert into PURCHASEEVENT values(17061, 53, 348, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(17062, 35, 171, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(17063, 15, 33, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(17064, 13, 54, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.0); 
insert into PURCHASEEVENT values(17065, 43, 221, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.91); 
insert into PURCHASEEVENT values(17066, 56, 317, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(17067, 56, 273, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(17068, 56, 351, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 1.83); 
insert into PURCHASEEVENT values(17069, 30, 141, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(17070, 2, 37, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.63); 
insert into PURCHASEEVENT values(17071, 43, 195, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.54); 
insert into PURCHASEEVENT values(17072, 43, 217, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(17073, 36, 91, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(17074, 54, 315, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.92); 
insert into PURCHASEEVENT values(17075, 53, 303, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(17076, 55, 305, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.22); 
insert into PURCHASEEVENT values(17077, 24, 138, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(17078, 46, 218, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(17079, 45, 266, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.2); 
insert into PURCHASEEVENT values(17080, 43, 207, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.97); 
insert into PURCHASEEVENT values(17081, 43, 262, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.21); 
insert into PURCHASEEVENT values(17082, 12, 30, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(17083, 46, 230, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(17084, 8, 5, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(17085, 53, 318, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.41); 
insert into PURCHASEEVENT values(17086, 36, 176, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.57); 
insert into PURCHASEEVENT values(17087, 46, 222, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.53); 
insert into PURCHASEEVENT values(17088, 42, 262, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(17089, 45, 217, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(17090, 42, 222, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 5.09); 
insert into PURCHASEEVENT values(17091, 45, 224, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.61); 
insert into PURCHASEEVENT values(17092, 52, 346, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.19); 
insert into PURCHASEEVENT values(17093, 46, 187, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.52); 
insert into PURCHASEEVENT values(17094, 13, 5, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(17095, 39, 259, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.49); 
insert into PURCHASEEVENT values(17096, 14, 6, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.07); 
insert into PURCHASEEVENT values(17097, 34, 134, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.97); 
insert into PURCHASEEVENT values(17098, 41, 265, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.08); 
insert into PURCHASEEVENT values(17099, 34, 96, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.47); 
insert into PURCHASEEVENT values(17100, 34, 158, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(17101, 44, 219, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(17102, 55, 305, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.83); 
insert into PURCHASEEVENT values(17103, 29, 147, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.62); 
insert into PURCHASEEVENT values(17104, 10, 37, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.78); 
insert into PURCHASEEVENT values(17105, 12, 9, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(17106, 33, 109, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(17107, 50, 281, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.05); 
insert into PURCHASEEVENT values(17108, 11, 9, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(17109, 45, 186, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 4.16); 
insert into PURCHASEEVENT values(17110, 54, 273, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.88); 
insert into PURCHASEEVENT values(17111, 53, 353, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 2.23); 
insert into PURCHASEEVENT values(17112, 46, 217, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(17113, 36, 138, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(17114, 33, 153, (TO_DATE('02/17/2005', 'mm/dd/yyyy')), 3.11); 
